,name,price,reserve_met,end_date,Distillery,Age,Vintage,Region,Bottler,Cask Type,Bottled Strength,Bottle Size,Distillery Status,details
7008316,Pappy Van Winkle 23 Year Old Family Reserve 2005 / Gold Wax Third Release,6000,,2022-05-12,Stitzel-Weller,23 Year Old,,"Kentucky, USA",Official / Buffalo Trace,,95.6 US Proof / 47.8%,75cl,Closed,"Pappy Van Winkle 23 Year Old Family Reserve 2005 / Gold Wax Third ReleaseThe Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (sonof the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out.This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.First bottled in 1998, this is the oldest release in the Pappy Van Winkle range and ismatured for an incredible 23 years.This is now one of the most desirable, collectable and stunning bourbon whiskiesin the world.This is the third and final release of the gold wax-sealed 23 year old. It was bottled in 2005 at Buffalo Trace using Stitzel-Weller bourbon.The Stitzel-Weller company was officially established in 1933 at the repeal of National Prohibition in the US. It was the result of a merger between the A. Ph. Stitzel distillery and its biggest customer, W.L. Weller & Sons. The Stitzel-Weller distillery opened on Kentucky Derby day in 1935, and quickly developed a reputation for its high quality wheated bourbon, and its main brands were Old Weller, Old Fitzgerald and Cabin Still. The original ownership was shared between Alex T. Farnsley, Arthur Philip Stitzel and Julian Van Winkle. The former passed-away in 1941 and 1947, respectively, leaving the Van Winkle family as the sole heirs to the business. 'Pappy' died in 1965, having handed the reigns to his son, Julian II the year prior, who ran it until 1972 when the board of directors forced him to sell it to the Norton-Simon subsidiary, Somerset Imports. When they were bought over by the American arm of Scottish distillers, DCL, its subsequent iteration invested heavily in bourbon. So much so in fact, that their newly rebuilt Bernheim distillery had such capacity that Stitzel-Weller was rendered surplus to requirements. It was shut down in 1992. Still part of the Diageo portfolio, it has never re-opened and instead now houses the visitor experience for their Bulleit brand."
5108026,Pappy Van Winkle 20 Year Old Family Reserve 2015,2500,,2022-05-12,George T. Stagg,20 Year Old,N/A,"Kentucky, USA",Official,N/A,90.4 US PROOF / 45.2%,75cl,Operational,"Pappy Van Winkle 20 Year Old Family Reserve 2015The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (son of the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out. This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The teenager of this family of world-renowned American whiskies, now in incredibly high demand! Pappy Van Winkle Family Reserve 15 year old replaced the Old Rip Van Winkle of the same age in 2004.This is a 2015bottling.A historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999."
6163212,Pappy Van Winkle 15 Year Old Family Reserve 2012,1950,,2022-05-12,Buffalo Trace,15 Year Old,N/A,"Kentucky, USA",Official,N/A,107 US Proof / 53.5%,75cl,Operational,"Pappy Van Winkle 15 Year Old Family Reserve 2012The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (sonof the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out.This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The teenager of this family of world-renowned American whiskies, now in incredibly high demand! Pappy Van Winkle Family Reserve 15 year old replaced the Old Rip Van Winkle of the same age in 2004.A historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999.This is a 2012bottle. Laser code: B1224120"
5105777,Pappy Van Winkle 20 Year Old Family Reserve pre-2007 / Stitzel-Weller,2800,,2022-05-12,George T. Stagg,20 Year Old,N/A,"Kentucky, USA",Official,N/A,90.4 US Proof / 45.2%,75cl,Operational,"Pappy Van Winkle 20 Year Old Family Reserve pre-2007 / Stitzel-WellerThe Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (sonof the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out.This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The 20 year old has become quite legendary, particularly after the theft of 65 three-bottle cases in 2013. It is also the expression which first brought the Van Winkle brand to prominence after being awarded an unprecedented score of99 at the Beverage Testing Institute in 1996.This bottle is the pre 2007 release, bottled at Buffalo Traceand will contain bourbon from Stitzel-Weller distillery.The Stitzel-Weller company was officially established in 1933 at the repeal of National Prohibition in the US. It was the result of a merger between the A. Ph. Stitzel distillery and its biggest customer, W.L. Weller & Sons. The Stitzel-Weller distillery opened on Kentucky Derby day in 1935, and quickly developed a reputation for its high quality wheated bourbon, and its main brands were Old Weller, Old Fitzgerald and Cabin Still. The original ownership was shared between Alex T. Farnsley, Arthur Philip Stitzel and Julian Van Winkle. The former passed-away in 1941 and 1947, respectively, leaving the Van Winkle family as the sole heirs to the business. 'Pappy' died in 1965, having handed the reigns to his son, Julian II the year prior, who ran it until 1972 when the board of directors forced him to sell it to the Norton-Simon subsidiary, Somerset Imports. When they were bought over by the American arm of Scottish distillers, DCL, its subsequent iteration invested heavily in bourbon. So much so in fact, that their newly rebuilt Bernheim distillery had such capacity that Stitzel-Weller was rendered surplus to requirements. It was shut down in 1992. Still part of the Diageo portfolio, it has never re-opened and instead now houses the visitor experience for their Bulleit brand.Laser codes were introduced in 2007."
7006151,Pappy Van Winkle 15 Year Old Family Reserve pre-2007 / Stitzel-Weller,2100,1.0,2022-07-11,Stitzel-Weller,15 Year Old,,"Kentucky, USA",Official / Buffalo Trace,,107 us proof / 53.5%,75cl,Closed,"Pappy Van Winkle 15 Year Old Family Reserve pre-2007 / Stitzel-WellerThe Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (sonof the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out.This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The teenager of this family of world-renowned American whiskies, now in incredibly high demand! Pappy Van Winkle Family Reserve 15 year old replaced the Old Rip Van Winkle of the same age in 2004. This was bottled between then and 2007 when the laser codes were introduced to the bottles by Buffalo Trace. It will contain bourbon from Stitzel-Weller.The Stitzel-Weller company was officially established in 1933 at the repeal of National Prohibition in the US. It was the result of a merger between the A. Ph. Stitzel distillery and its biggest customer, W.L. Weller & Sons. The Stitzel-Weller distillery opened on Kentucky Derby day in 1935, and quickly developed a reputation for its high quality wheated bourbon, and its main brands were Old Weller, Old Fitzgerald and Cabin Still. The original ownership was shared between Alex T. Farnsley, Arthur Philip Stitzel and Julian Van Winkle. The former passed-away in 1941 and 1947, respectively, leaving the Van Winkle family as the sole heirs to the business. 'Pappy' died in 1965, having handed the reigns to his son, Julian II the year prior, who ran it until 1972 when the board of directors forced him to sell it to the Norton-Simon subsidiary, Somerset Imports. When they were bought over by the American arm of Scottish distillers, DCL, its subsequent iteration invested heavily in bourbon. So much so in fact, that their newly rebuilt Bernheim distillery had such capacity that Stitzel-Weller was rendered surplus to requirements. It was shut down in 1992. Still part of the Diageo portfolio, it has never re-opened and instead now houses the visitor experience for their Bulleit brand."
7007142,Pappy Van Winkle 15 Year Old Family Reserve 2018,1510,,2022-07-11,Buffalo Trace,15 Year Old,,"Kentucky, USA",Official,american white oak,107 US PROOF / 53.5%,75cl,Operational,"Pappy Van Winkle 15 Year Old Family Reserve 2018The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (son of the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out. This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The teenager of this family of world-renowned American whiskies, now in incredibly high demand! Pappy Van Winkle Family Reserve 15 year old replaced the Old Rip Van Winkle of the same age in 2004.This is a 2018bottling.A historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999."
5102218,Pappy Van Winkle 15 Year Old Family Reserve 2015,1500,,2022-07-11,Buffalo Trace,15 Year Old,N/A,"Kentucky, USA",Official,N/A,107 US PROOF / 53.5%,75cl,Operational,"Pappy Van Winkle 15 Year Old Family Reserve 2015The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (son of the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out. This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The teenager of this family of world-renowned American whiskies, now in incredibly high demand! Pappy Van Winkle Family Reserve 15 year old replaced the Old Rip Van Winkle of the same age in 2004.This is a 2015bottling.A historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999.Bottle laser code: R15... remainder is covered by tax sticker."
5102234,Pappy Van Winkle 15 Year Old Family Reserve 2019,1500,,2022-07-11,Buffalo Trace,15 Year Old,N/A,Kentucky,Official,N/A,53.5% 107 Proof,75cl,Operational,"Pappy Van Winkle 15 Year Old Family Reserve 2019The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (son of the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out. This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The teenager of this family of world-renowned American whiskies, now in incredibly high demand! Pappy Van Winkle Family Reserve 15 year old replaced the Old Rip Van Winkle of the same age in 2004.A historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999.Glass Laser-Code: L19210122:L2D"
5102255,Pappy Van Winkle 15 Year Old Family Reserve 2020,1550,,2022-07-11,Buffalo Trace,15 Year Old,N/A,Kentucky,Official,N/A,53.5% 107 Proof,75cl,Operational,"Pappy Van Winkle 15 Year Old Family Reserve 2020The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (son of the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out. This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The teenager of this family of world-renowned American whiskies, now in incredibly high demand! Pappy Van Winkle Family Reserve 15 year old replaced the Old Rip Van Winkle of the same age in 2004.A historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999.Glass Laser-Code: L202610123200"
5102800,Pappy Van Winkle 15 Year Old Family Reserve 70cl 2011,1500,,2022-07-11,Buffalo Trace,15 Year Old,,"Kentucky, USA",Official,Virgin American Oak,107 US Proof / 53.5%,70cl,Operational,"Pappy Van Winkle 15 Year Old Family Reserve 70cl 2011The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (sonof the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out.This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The teenager of this family of world-renowned American whiskies, now in incredibly high demand! Pappy Van Winkle Family Reserve 15 year old replaced the Old Rip Van Winkle of the same age in 2004.A historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999.Bottle Laser-Code: K2971112:44"
6160974,Pappy Van Winkle Family Reserve 23 Year Old,3400,1.0,2022-07-11,Buffalo Trace,23 Year Old,,Kentucky,Official,,47.8% 95.6 Proof,75cl,Operational,"Pappy Van Winkle Family Reserve 23 Year OldThe Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (son of the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out. This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The oldest release as part of the 'Pappy Van Winkle Family Reserve' series of bourbons. Matured for an incredible 23 years, this is now one of the most desirable, collectable and stunning Bourbon whiskeys in the world.Bottle #C11286Please note that the bottle laser code is obscured bythe rear label"
6161164,Pappy Van Winkle 15 Year Old Family Reserve pre-2007 / Stitzel-Weller,2349,,2022-07-11,Stitzel-Weller,15 Year Old,,"Kentucky, USA",Official / Buffalo Trace,,107 us proof / 53.5%,75cl,Closed,"Pappy Van Winkle 15 Year Old Family Reserve pre-2007 / Stitzel-WellerThe Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (sonof the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out.This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The teenager of this family of world-renowned American whiskies, now in incredibly high demand! Pappy Van Winkle Family Reserve 15 year old replaced the Old Rip Van Winkle of the same age in 2004. This was bottled between then and 2007 when the laser codes were introduced to the bottles by Buffalo Trace. It will contain bourbon from Stitzel-Weller.The Stitzel-Weller company was officially established in 1933 at the repeal of National Prohibition in the US. It was the result of a merger between the A. Ph. Stitzel distillery and its biggest customer, W.L. Weller & Sons. The Stitzel-Weller distillery opened on Kentucky Derby day in 1935, and quickly developed a reputation for its high quality wheated bourbon, and its main brands were Old Weller, Old Fitzgerald and Cabin Still. The original ownership was shared between Alex T. Farnsley, Arthur Philip Stitzel and Julian Van Winkle. The former passed-away in 1941 and 1947, respectively, leaving the Van Winkle family as the sole heirs to the business. 'Pappy' died in 1965, having handed the reigns to his son, Julian II the year prior, who ran it until 1972 when the board of directors forced him to sell it to the Norton-Simon subsidiary, Somerset Imports. When they were bought over by the American arm of Scottish distillers, DCL, its subsequent iteration invested heavily in bourbon. So much so in fact, that their newly rebuilt Bernheim distillery had such capacity that Stitzel-Weller was rendered surplus to requirements. It was shut down in 1992. Still part of the Diageo portfolio, it has never re-opened and instead now houses the visitor experience for their Bulleit brand."
7006586,Pappy Van Winkle 20 Year Old Family Reserve 2015,2700,1.0,2022-07-11,George T. Stagg,20 Year Old,N/A,"Kentucky, USA",Official,N/A,90.4 US PROOF / 45.2%,75cl,Operational,"Pappy Van Winkle 20 Year Old Family Reserve 2015The Old Rip Van Winkle brand was a pre-prohibition bourbon label, revived by the Van Winkle family after they were forced to sell their Stitzel-Weller distillery by its board of directors. New owners, Somerset Imports, granted Julian Van Winkle II (son of the famous 'Pappy') the continued use of an office at the distillery, and first option on purchasing casks to bottle his new brand with. When he died and the business passed to his son, Julian III, this courtesy was no longer extended, and he moved bottling to the old Hoffman distillery in Lawrenceburg in 1983, renaming it Old Commonwealth. He was still able to buy Stitzel-Weller stock though, and introduced the famous Pappy Van Winkle range in homage to his grandfather, using well-aged barrels from the distillery the now-legendary figure once so lovingly ran. When Stitzel-Weller was closed down by United Distillers in 1992, it was only a matter of time before stock would run out. This necessitated a partnership between Julian Van Winkle III and Buffalo Trace distillery in 2002, seeing all bottling move there, initially using the remaining Stitzel-Weller barrels, with these eventually replaced by Buffalo Trace distilled stock. The product from all eras is revered, and the brand is considered to be the first premium bourbon line to have been produced in the US.The teenager of this family of world-renowned American whiskies, now in incredibly high demand! Pappy Van Winkle Family Reserve 15 year old replaced the Old Rip Van Winkle of the same age in 2004.This is a 2015bottling.A historic distillery, Buffalo Trace was built in 1812 Harrison Blanton. It was then purchased by the legendary Edmund Haynes Taylor Jr in 1870, who named it OFC (Old Fashioned Copper) and invested heavily in its modernisation. So much so in fact that he declared himself bankrupt after just seven years, and George T. Stagg stepped in to rescue it, becoming its owner in 1878. He ran the distillery until his retirement in the 1890s, and it was renamed in his honour in 1904. Having survived Prohibition, it was bought up by the Schenley company in 1933, who ran it as part of their extensive portfolio for the next fifty years, eventually selling it to Age International. The latter's new Japanese ownership in 1992 had no interest in it (only in its brands), and immediately sold it to the Sazerac company, who renamed it Buffalo Trace in 1999."
